class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
atento,0.4988792836666107,0.40603941679000854,-1.9520845413208008,0.9996191263198853,0.5455700755119324,0.37434297800064087,-1.8133665323257446,0.9993854761123657,0.5726566314697266,0.3756033778190613,-1.8140690326690674,0.999373733997345,0.5985954403877258,0.3772665858268738,-1.8144880533218384,0.9993368983268738,0.4559732675552368,0.37215614318847656,-1.8354294300079346,0.9993934631347656,0.423106849193573,0.37187182903289795,-1.8351095914840698,0.9994562268257141,0.395444393157959,0.3723130226135254,-1.836185336112976,0.9994142055511475,0.6358733177185059,0.40242254734039307,-1.0161943435668945,0.9993165731430054,0.35400623083114624,0.39185190200805664,-1.1089714765548706,0.9995627999305725,0.5492852330207825,0.4532075524330139,-1.6656752824783325,0.9997826218605042,0.436920166015625,0.45378637313842773,-1.691451907157898,0.9998032450675964,0.8679721355438232,0.661530613899231,-0.502583920955658,0.9977516531944275,0.12184321880340576,0.6467500329017639,-0.7384301424026489,0.9961119294166565,1.0377273559570312,0.9009976983070374,-0.488453209400177,0.6023730039596558,-0.05185922980308533,0.8782810568809509,-1.0260037183761597,0.3924863040447235,1.3204971551895142,1.1182128190994263,-1.3624401092529297,0.12038668990135193,-0.22797754406929016,1.0763856172561646,-2.350564479827881,0.0632023960351944,1.40230393409729,1.1771211624145508,-1.5789422988891602,0.11945377290248871,-0.2794555723667145,1.1353040933609009,-2.6448001861572266,0.07554638385772705,1.357522964477539,1.1753007173538208,-1.7558602094650269,0.18572300672531128,-0.22319117188453674,1.125744104385376,-2.8396108150482178,0.11581558734178543,1.3032795190811157,1.1562765836715698,-1.4743221998214722,0.17946691811084747,-0.18956008553504944,1.107003092765808,-2.4768693447113037,0.12038837373256683,0.7199621200561523,1.1860402822494507,-0.02124708518385887,0.003276921808719635,0.24353963136672974,1.1846773624420166,0.02847323939204216,0.002852071775123477,0.6883828043937683,1.6138945817947388,-0.03257818520069122,0.0016095563769340515,0.24909694492816925,1.6104997396469116,-0.15177370607852936,0.00048099635750986636,0.6562110185623169,2.000009298324585,1.0178054571151733,0.00012012627848889679,0.20361045002937317,1.9997410774230957,0.6161530017852783,4.7808360250201076e-05,0.6648318767547607,2.061155319213867,1.0534987449645996,5.924186552874744e-05,0.1882205307483673,2.0635290145874023,0.6490830183029175,7.98705659690313e-05,0.5725810527801514,2.114028215408325,0.009138030931353569,0.00011678373994072899,0.2563982605934143,2.110093593597412,-0.49969929456710815,0.00016570712614338845
atento,0.49603116512298584,0.4065910875797272,-1.9403889179229736,0.9996470808982849,0.5447868704795837,0.37466907501220703,-1.8100011348724365,0.9994297027587891,0.5715233087539673,0.37604421377182007,-1.8105335235595703,0.999417781829834,0.5963369011878967,0.3779877722263336,-1.8109272718429565,0.9993848204612732,0.454003244638443,0.37268728017807007,-1.81995689868927,0.9994354844093323,0.42224687337875366,0.37277182936668396,-1.819510579109192,0.9994919300079346,0.3946853578090668,0.37333613634109497,-1.8204047679901123,0.9994524717330933,0.6343770623207092,0.4040561318397522,-1.0282254219055176,0.9993677139282227,0.3550712764263153,0.39493653178215027,-1.0629539489746094,0.9995914697647095,0.5490037798881531,0.45366814732551575,-1.6630620956420898,0.9997996687889099,0.43504616618156433,0.453800767660141,-1.6710618734359741,0.9998177289962769,0.868049144744873,0.6613548398017883,-0.5900387763977051,0.9979201555252075,0.12301005423069,0.6475536823272705,-0.6881313920021057,0.996346116065979,1.0383669137954712,0.8983832597732544,-0.6190893054008484,0.6147708296775818,-0.06776094436645508,0.8709334135055542,-1.0351688861846924,0.40846261382102966,1.2825285196304321,1.132078766822815,-1.4911811351776123,0.1276758760213852,-0.2606070637702942,1.0615980625152588,-2.5161712169647217,0.06753000617027283,1.352881908416748,1.198488712310791,-1.7288634777069092,0.12341035157442093,-0.31371161341667175,1.119471549987793,-2.831972599029541,0.07844914495944977,1.2881975173950195,1.1958154439926147,-1.8916343450546265,0.19066597521305084,-0.25273239612579346,1.104730486869812,-3.0076935291290283,0.11985354125499725,1.2413084506988525,1.1734704971313477,-1.5951391458511353,0.1856984794139862,-0.22080747783184052,1.087881326675415,-2.6415185928344727,0.1258811056613922,0.7243734002113342,1.1953855752944946,-0.0613703578710556,0.0033777973148971796,0.24236293137073517,1.1934269666671753,0.06962945312261581,0.0029164699371904135,0.6915792226791382,1.6291453838348389,0.06144300475716591,0.0014899683883413672,0.24021972715854645,1.6304439306259155,0.263915479183197,0.00044266661279834807,0.658112108707428,2.020169973373413,1.3174766302108765,0.00011114803783129901,0.19897817075252533,2.0145158767700195,1.3264473676681519,4.367031215224415e-05,0.6677008867263794,2.084134578704834,1.3767560720443726,5.494157812790945e-05,0.1848478615283966,2.0759739875793457,1.3953195810317993,7.33175256755203e-05,0.5726317763328552,2.1377034187316895,0.31283167004585266,0.00010733903764048591,0.254954069852829,2.137098550796509,0.22647465765476227,0.00015168821846600622
atento,0.4934505522251129,0.4068244695663452,-1.930182933807373,0.9996722340583801,0.5439738035202026,0.3748356103897095,-1.8051700592041016,0.9994676113128662,0.5706397891044617,0.3762652277946472,-1.8055145740509033,0.9994568824768066,0.5948649048805237,0.37834519147872925,-1.8059203624725342,0.999426007270813,0.45200860500335693,0.37303584814071655,-1.8077713251113892,0.9994711875915527,0.4211214780807495,0.3733372986316681,-1.807286262512207,0.9995235204696655,0.3936217427253723,0.3740018904209137,-1.8081088066101074,0.9994849562644958,0.6338457465171814,0.40494266152381897,-1.032151699066162,0.9994121789932251,0.35574784874916077,0.396546334028244,-1.0382086038589478,0.9996158480644226,0.5488392114639282,0.45385056734085083,-1.6584601402282715,0.9998148083686829,0.43329188227653503,0.45378991961479187,-1.6559211015701294,0.9998303055763245,0.8683707118034363,0.6607069373130798,-0.6016560196876526,0.9980782270431519,0.1249300017952919,0.6475545167922974,-0.6783838868141174,0.9965890049934387,1.0388133525848389,0.8958037495613098,-0.6178444027900696,0.6308304071426392,-0.07569276541471481,0.8645921349525452,-1.0625978708267212,0.42353156208992004,1.2557235956192017,1.1459736824035645,-1.4688345193862915,0.13439375162124634,-0.26325178146362305,1.0520915985107422,-2.577155351638794,0.07277686148881912,1.3218802213668823,1.2185661792755127,-1.6978992223739624,0.12661820650100708,-0.31811386346817017,1.1094284057617188,-2.8963778018951416,0.08224841952323914,1.2504411935806274,1.2179712057113647,-1.861890196800232,0.19451148808002472,-0.25531622767448425,1.0954890251159668,-3.0651357173919678,0.12460936605930328,1.2065712213516235,1.192456841468811,-1.5721663236618042,0.19042178988456726,-0.22364453971385956,1.078985333442688,-2.699423313140869,0.13192851841449738,0.7267001867294312,1.1977310180664062,-0.07031651586294174,0.0036082533188164234,0.2412429004907608,1.1946277618408203,0.07854458689689636,0.0030852756462991238,0.6918089985847473,1.6326392889022827,0.13072574138641357,0.0013839046005159616,0.23276443779468536,1.6333662271499634,0.3481937348842621,0.0004098828649148345,0.6578164100646973,2.0241668224334717,1.4108936786651611,0.00010457938333274797,0.19073249399662018,2.017097234725952,1.4593195915222168,4.0275212086271495e-05,0.667641818523407,2.0888280868530273,1.4724091291427612,5.190237061469816e-05,0.1763642430305481,2.078129529953003,1.5334393978118896,6.824545562267303e-05,0.5684354901313782,2.142801284790039,0.4009234607219696,9.960536408470944e-05,0.25203683972358704,2.143681526184082,0.36010149121284485,0.00013969700376037508
atento,0.4916950762271881,0.4068510830402374,-1.9271780252456665,0.9996969699859619,0.5436521172523499,0.3749230206012726,-1.8034663200378418,0.9995061159133911,0.5703135132789612,0.3764008581638336,-1.8037258386611938,0.9994958639144897,0.5943323373794556,0.3785743713378906,-1.8041132688522339,0.9994674921035767,0.45047152042388916,0.37319135665893555,-1.8040908575057983,0.9995082020759583,0.41985052824020386,0.37359675765037537,-1.8036035299301147,0.9995560050010681,0.39221084117889404,0.3742808997631073,-1.8043930530548096,0.9995192885398865,0.6337467432022095,0.4056173264980316,-1.0349234342575073,0.9994559288024902,0.3559766113758087,0.3973436653614044,-1.0338730812072754,0.9996415376663208,0.5487787127494812,0.45393162965774536,-1.6572763919830322,0.9998293519020081,0.4316681921482086,0.453725129365921,-1.6524989604949951,0.9998428225517273,0.8684893846511841,0.6603221893310547,-0.6037015914916992,0.9982227087020874,0.1254800260066986,0.6476957201957703,-0.6803290247917175,0.9968106150627136,1.0388665199279785,0.89495450258255,-0.6105966567993164,0.6450234651565552,-0.08281122148036957,0.8619468808174133,-1.099677324295044,0.4394313097000122,1.2558631896972656,1.152154564857483,-1.4543750286102295,0.14305903017520905,-0.2692367732524872,1.0456610918045044,-2.632359027862549,0.07843926548957825,1.3245397806167603,1.224710464477539,-1.6803570985794067,0.13160963356494904,-0.32369425892829895,1.102441430091858,-2.953061103820801,0.08640439063310623,1.2548933029174805,1.2246196269989014,-1.845895528793335,0.20079731941223145,-0.25948578119277954,1.087788701057434,-3.1188626289367676,0.1299576610326767,1.2094436883926392,1.199326515197754,-1.5584639310836792,0.19772209227085114,-0.22859206795692444,1.0718742609024048,-2.7537386417388916,0.1385575383901596,0.7279710173606873,1.2009121179580688,-0.07312452048063278,0.003810127032920718,0.23963767290115356,1.1971904039382935,0.08139945566654205,0.0032164526637643576,0.6919978260993958,1.6366747617721558,0.12861664593219757,0.0012830753112211823,0.22768767178058624,1.6379618644714355,0.3708721697330475,0.0003784369910135865,0.6576887965202332,2.02958607673645,1.396396517753601,9.766504081198946e-05,0.18617478013038635,2.0215845108032227,1.5004909038543701,3.696564817801118e-05,0.667631983757019,2.0948400497436523,1.4563820362091064,4.861353590968065e-05,0.17178833484649658,2.082317352294922,1.5767055749893188,6.30866561550647e-05,0.5664117336273193,2.148819923400879,0.38208383321762085,9.213310841005296e-05,0.25027474761009216,2.150362253189087,0.4003889262676239,0.00012837996473535895
atento,0.4915016293525696,0.4068494141101837,-1.9278550148010254,0.9997113347053528,0.5436497926712036,0.3749271631240845,-1.8035176992416382,0.9995248317718506,0.5702946782112122,0.3764059543609619,-1.803788185119629,0.9995153546333313,0.5942705869674683,0.3785862922668457,-1.8041777610778809,0.9994876980781555,0.45032867789268494,0.37321737408638,-1.804726243019104,0.9995251297950745,0.4197450578212738,0.37369129061698914,-1.8042576313018799,0.9995713233947754,0.39204394817352295,0.3744335174560547,-1.8050878047943115,0.9995338320732117,0.6337430477142334,0.405760794878006,-1.0387574434280396,0.9994791746139526,0.3565271496772766,0.3979106843471527,-1.0358437299728394,0.9996520280838013,0.5487895607948303,0.45405977964401245,-1.6575626134872437,0.9998376369476318,0.43156421184539795,0.45371749997138977,-1.65399968624115,0.9998489618301392,0.8686010241508484,0.6603249311447144,-0.5996427536010742,0.9983080625534058,0.12559406459331512,0.64885014295578,-0.6762584447860718,0.9969257712364197,1.0405433177947998,0.8916491866111755,-0.5987359881401062,0.6510508060455322,-0.08300935477018356,0.8609248399734497,-1.091799259185791,0.44468003511428833,1.2586803436279297,1.1500325202941895,-1.44669508934021,0.14620351791381836,-0.2737162411212921,1.0477298498153687,-2.5993051528930664,0.08059348165988922,1.3296256065368652,1.2205321788787842,-1.6762425899505615,0.13281522691249847,-0.3306626081466675,1.1050255298614502,-2.91463303565979,0.0882248729467392,1.265673279762268,1.2204688787460327,-1.8434237241744995,0.20196834206581116,-0.2670866847038269,1.0911515951156616,-3.0891878604888916,0.13228192925453186,1.2187707424163818,1.1964209079742432,-1.5534095764160156,0.19984684884548187,-0.23449262976646423,1.0747771263122559,-2.724318504333496,0.1418505609035492,0.7337315082550049,1.203367829322815,-0.07376988232135773,0.0038231799844652414,0.23963800072669983,1.2004468441009521,0.08201486617326736,0.003220329759642482,0.6991251111030579,1.6389251947402954,0.1316133737564087,0.0011874741176143289,0.2280908226966858,1.640569806098938,0.27489912509918213,0.0003496613644529134,0.6658737063407898,2.0307047367095947,1.4016883373260498,9.065541962627321e-05,0.1869676560163498,2.023409843444824,1.3181852102279663,3.399341585463844e-05,0.6770997643470764,2.095815658569336,1.4613595008850098,4.5352167944656685e-05,0.17261110246181488,2.084404468536377,1.3837696313858032,5.8294626796850935e-05,0.5746850967407227,2.1491849422454834,0.3995341360569,8.525938756065443e-05,0.25336915254592896,2.150062084197998,0.2162322849035263,0.00011834618635475636
atento,0.5106397271156311,0.40618249773979187,-2.2670249938964844,0.9997387528419495,0.5598106384277344,0.3728974163532257,-2.120436668395996,0.9995697736740112,0.5885738730430603,0.3740433156490326,-2.1207275390625,0.9995613694190979,0.6138584017753601,0.37556013464927673,-2.119433641433716,0.9995344281196594,0.4642176628112793,0.370151162147522,-2.153904438018799,0.9995706677436829,0.42885327339172363,0.3697720170021057,-2.1539013385772705,0.9996127486228943,0.40021297335624695,0.37014010548591614,-2.1550521850585938,0.9995784759521484,0.6538661122322083,0.39910948276519775,-1.170617699623108,0.9995284080505371,0.3623790740966797,0.3944086730480194,-1.3009546995162964,0.9996860027313232,0.5656570792198181,0.45384547114372253,-1.9079532623291016,0.9998528957366943,0.44849854707717896,0.4535871744155884,-1.9499691724777222,0.9998634457588196,0.8728360533714294,0.6506326794624329,-0.5401935577392578,0.9984360337257385,0.13113108277320862,0.645679771900177,-0.8197630643844604,0.997172474861145,1.2005301713943481,0.9341824054718018,-1.4970171451568604,0.684047281742096,-0.05658683553338051,0.9548828601837158,-1.660854697227478,0.4952971637248993,0.8653753995895386,0.8570590615272522,-3.464996099472046,0.23058199882507324,0.14824026823043823,0.9144530296325684,-3.4169957637786865,0.16900937259197235,0.7054132223129272,0.8262354731559753,-3.8443117141723633,0.2171957641839981,0.2876640260219574,0.8860031366348267,-3.78640079498291,0.17331300675868988,0.6932774186134338,0.7622253894805908,-3.7090506553649902,0.279725581407547,0.3201827108860016,0.804119884967804,-3.720776319503784,0.2137935757637024,0.7105781435966492,0.7696693539619446,-3.4564080238342285,0.2764247953891754,0.29703861474990845,0.8125134110450745,-3.422260046005249,0.22033488750457764,0.7453323602676392,1.1907223463058472,-0.018851501867175102,0.0057881781831383705,0.2389506846666336,1.1866412162780762,0.027134789153933525,0.005623974837362766,0.7134424448013306,1.6190268993377686,0.13678620755672455,0.0014795474708080292,0.2368219941854477,1.6005593538284302,-0.2116696834564209,0.0005068868049420416,0.6843097805976868,1.9885903596878052,1.4178223609924316,9.179712651530281e-05,0.21752715110778809,1.9759385585784912,0.8501272201538086,3.907300197170116e-05,0.6907004714012146,2.045009136199951,1.470610499382019,4.662643914343789e-05,0.19876690208911896,2.037355899810791,0.9135130047798157,6.358438258757815e-05,0.6147918701171875,2.115952491760254,0.34293675422668457,9.39727106015198e-05,0.29866522550582886,2.098388195037842,-0.3541133403778076,0.00015784775314386934
atento,0.5415003299713135,0.40523505210876465,-1.9320467710494995,0.9997466206550598,0.5850111842155457,0.3698763847351074,-1.7682052850723267,0.9995852708816528,0.6115235686302185,0.3706376254558563,-1.768673300743103,0.999578595161438,0.6331976652145386,0.37167707085609436,-1.767486810684204,0.999546468257904,0.4948444962501526,0.3673163056373596,-1.8081514835357666,0.9995921850204468,0.4566255211830139,0.3663598895072937,-1.808308720588684,0.9996345639228821,0.42145344614982605,0.36619865894317627,-1.8097047805786133,0.9996031522750854,0.6700387597084045,0.3933561444282532,-0.8563550114631653,0.9995445013046265,0.3757723569869995,0.3920603394508362,-1.0042163133621216,0.9997080564498901,0.5895427465438843,0.4539594352245331,-1.5857903957366943,0.999852180480957,0.4830520749092102,0.4536283314228058,-1.6366760730743408,0.999867856502533,0.8734481930732727,0.6402629613876343,-0.3611650764942169,0.9984647631645203,0.15750151872634888,0.6334771513938904,-0.6911608576774597,0.9973011016845703,1.213449239730835,0.8797505497932434,-1.5472296476364136,0.7140707969665527,-0.15217329561710358,0.9370291233062744,-1.7559095621109009,0.5448595881462097,0.8025474548339844,0.7032192945480347,-3.150135040283203,0.30550500750541687,0.25526779890060425,0.7868257164955139,-3.1798408031463623,0.2497979998588562,0.6401903033256531,0.6767380833625793,-3.466593027114868,0.28918489813804626,0.4349294900894165,0.7144830822944641,-3.4947474002838135,0.24893595278263092,0.600780189037323,0.6400706768035889,-3.2771670818328857,0.34579166769981384,0.42137444019317627,0.6738463640213013,-3.375908613204956,0.28539472818374634,0.6307830214500427,0.6517757773399353,-3.1139585971832275,0.34014663100242615,0.39608705043792725,0.6909580826759338,-3.144845962524414,0.28887638449668884,0.7352995872497559,1.1344549655914307,0.006915280595421791,0.012953494675457478,0.23063141107559204,1.1256098747253418,0.00035188617766834795,0.01293209008872509,0.7087427973747253,1.5330125093460083,-0.0956641435623169,0.0038964441046118736,0.2460988163948059,1.5289607048034668,-0.20748333632946014,0.0016296518733724952,0.6963945627212524,1.9263430833816528,0.8162530660629272,0.0001225119485752657,0.24144352972507477,1.9090251922607422,0.4246273338794708,6.764218414900824e-05,0.7101724743843079,1.9829310178756714,0.841695249080658,5.9687368775485083e-05,0.22092945873737335,1.9638365507125854,0.4482826292514801,8.995481039164588e-05,0.6294873356819153,2.0449540615081787,-0.21162837743759155,0.00011881157115567476,0.3200220763683319,2.030637741088867,-0.6667616963386536,0.000233414612011984
atento,0.5391286015510559,0.39323508739471436,-1.8189597129821777,0.9997686147689819,0.5845894813537598,0.3549163043498993,-1.6459676027297974,0.9996170997619629,0.6117495894432068,0.35563039779663086,-1.6460317373275757,0.9996131658554077,0.6342246532440186,0.3568929135799408,-1.6446177959442139,0.9995791912078857,0.49234500527381897,0.35200950503349304,-1.6972192525863647,0.9996258020401001,0.4545411169528961,0.3509955108165741,-1.6971933841705322,0.9996669292449951,0.42055100202560425,0.35084715485572815,-1.6985810995101929,0.9996370673179626,0.6701858639717102,0.3793224096298218,-0.6818577647209167,0.9995803236961365,0.3752885162830353,0.37575048208236694,-0.890565812587738,0.9997355937957764,0.5871166586875916,0.44606971740722656,-1.4651203155517578,0.9998631477355957,0.47821080684661865,0.44548994302749634,-1.530642032623291,0.9998788237571716,0.8629611730575562,0.6110579371452332,-0.0802985206246376,0.9985896348953247,0.1554976850748062,0.6001016497612,-0.675978422164917,0.9975515007972717,1.2535356283187866,0.8475421667098999,-1.1574114561080933,0.7419817447662354,-0.18506412208080292,0.8526063561439514,-1.8293014764785767,0.5899358987808228,0.9150787591934204,0.637747585773468,-2.690509080886841,0.3746638894081116,0.27553167939186096,0.6968240141868591,-3.223231554031372,0.32461267709732056,0.7777469158172607,0.6135126948356628,-2.996319532394409,0.35928142070770264,0.44933921098709106,0.6467240452766418,-3.538832664489746,0.32339245080947876,0.7316229939460754,0.5833081603050232,-2.821437358856201,0.410184770822525,0.44472235441207886,0.6037089824676514,-3.382138967514038,0.35611581802368164,0.7528981566429138,0.5960366725921631,-2.6657004356384277,0.4048551917076111,0.40968987345695496,0.620768129825592,-3.18613600730896,0.35912856459617615,0.7278627753257751,1.1080830097198486,0.0649312436580658,0.014786857180297375,0.20553909242153168,1.1013462543487549,-0.057708799839019775,0.014904445968568325,0.707844078540802,1.527486801147461,0.060644373297691345,0.0036553218960762024,0.24435696005821228,1.5263642072677612,0.007906542159616947,0.0015291125746443868,0.6943147778511047,1.9102283716201782,0.9489505290985107,0.00012302906543482095,0.23779594898223877,1.902893304824829,0.8055618405342102,6.612408469663933e-05,0.7077683806419373,1.9622082710266113,1.0124528408050537,6.28469861112535e-05,0.21951213479042053,1.9553523063659668,0.8556963801383972,8.891792094800621e-05,0.625691831111908,2.033113718032837,-0.024678362533450127,0.00011910636385437101,0.3126704692840576,2.0239951610565186,-0.3442282974720001,0.0002372683520661667
atento,0.5361785888671875,0.39034923911094666,-2.089686632156372,0.9997884035110474,0.5840444564819336,0.35011839866638184,-1.92015540599823,0.9996482729911804,0.6111859679222107,0.35119640827178955,-1.9199634790420532,0.9996450543403625,0.63436359167099,0.3529720902442932,-1.9185633659362793,0.9996106624603271,0.4899102747440338,0.34712493419647217,-1.9597264528274536,0.9996577501296997,0.4527672529220581,0.3464203476905823,-1.9594788551330566,0.9996961951255798,0.4197949171066284,0.346264123916626,-1.9607120752334595,0.9996681809425354,0.6718416810035706,0.3772831857204437,-0.8259813189506531,0.9996143579483032,0.37509652972221375,0.36933448910713196,-1.0316388607025146,0.999760091304779,0.585067629814148,0.44521430134773254,-1.708145022392273,0.9998739361763,0.47679275274276733,0.44243133068084717,-1.7573457956314087,0.9998888969421387,0.8521286845207214,0.6051347255706787,-0.25478869676589966,0.9986847639083862,0.15411868691444397,0.5959705114364624,-0.7923662066459656,0.9977619051933289,1.2444812059402466,0.8504706025123596,-1.476723313331604,0.7667208909988403,-0.16759245097637177,0.8548492789268494,-2.044253349304199,0.6303172707557678,0.8756065964698792,0.6626025438308716,-3.1547465324401855,0.4368017017841339,0.27933305501937866,0.7049798965454102,-3.587298631668091,0.39190441370010376,0.7179259657859802,0.6395589113235474,-3.4821276664733887,0.4219611883163452,0.45656996965408325,0.6482627391815186,-3.915203809738159,0.3901761472225189,0.674504280090332,0.6012539863586426,-3.280280351638794,0.4677603840827942,0.440303772687912,0.6093150973320007,-3.7497353553771973,0.41953691840171814,0.6910679936408997,0.6116850972175598,-3.1197996139526367,0.4626488983631134,0.4057776927947998,0.6250174045562744,-3.548510789871216,0.4220825433731079,0.7251824140548706,1.1153321266174316,0.04615585505962372,0.01748231239616871,0.1924496740102768,1.108507752418518,-0.0387728326022625,0.017822397872805595,0.706854522228241,1.5418328046798706,0.1286473423242569,0.003405209630727768,0.2298731803894043,1.538307785987854,0.3556678295135498,0.0014370345743373036,0.6907620429992676,1.9217973947525024,1.266910195350647,0.00011961013660766184,0.22745968401432037,1.9155625104904175,1.4942463636398315,6.28772031632252e-05,0.6997923851013184,1.9759831428527832,1.3205646276474,6.290990859270096e-05,0.2068428099155426,1.9708225727081299,1.576831340789795,8.486640581395477e-05,0.6222400665283203,2.047220468521118,0.18178226053714752,0.0001154418641817756,0.3038398027420044,2.03898024559021,0.36731016635894775,0.00023368546681012958
atento,0.5345485210418701,0.38721612095832825,-2.1446831226348877,0.9998080730438232,0.5859817862510681,0.34635254740715027,-1.9811190366744995,0.9996798038482666,0.6133279800415039,0.3475329875946045,-1.9810365438461304,0.9996775388717651,0.6369515061378479,0.3494674563407898,-1.979591727256775,0.99964439868927,0.48846378922462463,0.34428611397743225,-2.0138044357299805,0.999688982963562,0.45141369104385376,0.34410083293914795,-2.0136632919311523,0.9997245669364929,0.41885051131248474,0.34434568881988525,-2.0146524906158447,0.9996985197067261,0.6749851703643799,0.37544378638267517,-0.9248351454734802,0.9996493458747864,0.3748700022697449,0.3672622740268707,-1.0936592817306519,0.9997830986976624,0.5854848027229309,0.4431464374065399,-1.7730931043624878,0.9998850226402283,0.4742152690887451,0.4388340711593628,-1.8146682977676392,0.9998989105224609,0.8512719869613647,0.6070446968078613,-0.3205917179584503,0.9987940192222595,0.15333279967308044,0.5973162651062012,-0.7793393135070801,0.9979608654975891,1.223049521446228,0.8625386357307434,-1.4294531345367432,0.7890280485153198,-0.17295533418655396,0.860523521900177,-1.876146674156189,0.6662572622299194,0.8381514549255371,0.679987907409668,-3.129605770111084,0.49298572540283203,0.2604323923587799,0.7305173873901367,-3.448124408721924,0.45249080657958984,0.689245879650116,0.6546662449836731,-3.4654030799865723,0.4792901575565338,0.42554208636283875,0.6666161417961121,-3.775068759918213,0.4504466950893402,0.6449092626571655,0.6050990223884583,-3.2826149463653564,0.5205036401748657,0.4128939211368561,0.6264819502830505,-3.636176109313965,0.47681331634521484,0.6623633503913879,0.614741325378418,-3.1015076637268066,0.5157537460327148,0.38542935252189636,0.6415960192680359,-3.423175573348999,0.47894594073295593,0.7189279794692993,1.1203545331954956,0.04047011956572533,0.018247615545988083,0.18259933590888977,1.1132115125656128,-0.03287692740559578,0.018662579357624054,0.7026890516281128,1.5501927137374878,0.1518876999616623,0.003139950567856431,0.20907466113567352,1.5410078763961792,0.2197885662317276,0.0013361957389861345,0.6862208247184753,1.927910566329956,1.3266850709915161,0.00011291762348264456,0.2143954485654831,1.9198185205459595,1.2267796993255615,5.8757446822710335e-05,0.6930624842643738,1.9822452068328857,1.375612497329712,6.16136530879885e-05,0.19211935997009277,1.9768396615982056,1.2924209833145142,8.012510079424828e-05,0.6199455261230469,2.0535459518432617,0.24618321657180786,0.00011053515481762588,0.2942378520965576,2.042024612426758,0.09619710594415665,0.00022957749024499208
